"Marital.status","Application.mode","Application.order","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Unemployment.rate","Inflation.rate","GDP","Target"
"single","non-traditional","1","0","secondary",141,"less than secondary","less than secondary","group5","group7",100,"0","0","0","1","0","0",21,"0",8.9,1.4,3.51,"0"
"single","traditional","2","1","secondary",120,"secondary","secondary","group9","student",115.8,"0","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",148,"less than secondary","less than secondary","group4","group4",133.8,"0","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group4","group5",118.5,"0","1","0","1","0","1",18,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",145,"less than secondary","less than secondary","group9","group1",150.3,"1","0","0","1","0","0",19,"0",15.5,2.8,-4.06,"1"
"single","traditional","3","1","secondary",112,"secondary","less than secondary","group3","group5",107.8,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",138,"less than secondary","secondary","group9","group4",127.5,"1","0","0","1","0","0",19,"0",16.2,0.3,-0.92,"0"
"single","traditional","3","1","secondary",135,"secondary","less than secondary","group7","group7",120.5,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",118,"secondary","bachelors or higher","group10","group10",117.3,"1","0","0","1","0","0",19,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",123,"less than secondary","less than secondary","group9","group7",120.6,"1","0","0","0","0","0",19,"0",10.8,1.4,1.74,"1"
"single","traditional","4","1","secondary",126,"less than secondary","less than secondary","group9","group7",118.7,"1","0","0","1","0","1",21,"0",8.9,1.4,3.51,"0"
"single","traditional","2","1","secondary",150,"secondary","less than secondary","group9","group7",130.8,"0","0","0","1","0","1",20,"1",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",121,"less than secondary","less than secondary","group3","group9",112.6,"1","0","0","1","0","1",20,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group9","group9",117.2,"0","0","0","1","0","0",41,"0",7.6,2.6,0.32,"0"
"legally separated","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group3","group3",130,"1","0","0","1","0","0",32,"0",12.4,0.5,1.79,"0"
"single","traditional","3","1","secondary",139,"less than secondary","secondary","group9","group5",131.8,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"legally separated","non-traditional","1","0","secondary",160,"less than secondary","less than secondary","group3","group4",97,"0","0","0","1","0","1",35,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","1","secondary",110,"less than secondary","less than secondary","group9","group9",130,"0","0","1","0","0","0",32,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","0","bachelors or higher",140,"less than secondary","less than secondary","group5","group9",148,"0","0","0","1","0","0",37,"0",12.4,0.5,1.79,"0"
"married","non-traditional","2","1","bachelors or higher",130,"bachelors or higher","less than secondary","group9","group9",103.4,"0","0","0","1","0","0",30,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","2","1","secondary",132,"less than secondary","less than secondary","student","student",127.1,"0","0","0","1","1","0",23,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",139,"bachelors or higher","secondary","group2","group7",124,"1","0","0","1","0","1",20,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",135,"less than secondary","less than secondary","group5","group7",121.4,"0","0","0","1","1","0",21,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",117,"less than secondary","less than secondary","group5","group7",118.1,"0","0","0","1","1","0",19,"0",12.4,0.5,1.79,"0"
"single","traditional","4","1","secondary",137,"secondary","less than secondary","group4","group3",121.3,"1","0","0","1","1","1",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",144,"unknown","unknown","student","student",119.5,"0","0","0","1","1","0",18,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","0","secondary",130,"secondary","secondary","group4","group10",115.2,"0","0","0","1","1","0",24,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",140,"secondary","less than secondary","group9","group9",130.2,"1","0","0","1","1","0",22,"0",12.7,3.7,-1.7,"0"
"single","traditional","4","1","secondary",130,"less than secondary","secondary","group5","group5",130,"1","0","0","1","1","0",18,"0",16.2,0.3,-0.92,"1"
"single","traditional","2","1","secondary",130,"less than secondary","less than secondary","group5","group6",126.9,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",152,"bachelors or higher","secondary","group9","group1",168.5,"1","0","0","1","1","0",21,"1",16.2,0.3,-0.92,"0"
"legally separated","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",130,"0","0","1","1","0","0",38,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group9","group9",122.8,"0","0","0","1","0","1",19,"0",12.7,3.7,-1.7,"0"
"legally separated","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",110,"0","0","0","1","0","0",36,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",140,"secondary","secondary","group9","group9",127.1,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","3","1","secondary",133.1,"less than secondary","less than secondary","group5","group5",108.5,"1","0","0","1","0","0",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","specialized",140,"less than secondary","less than secondary","group9","group9",138.2,"0","0","1","0","0","0",21,"0",8.9,1.4,3.51,"1"
"single","traditional","2","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",96,"1","0","0","1","0","0",19,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",135,"less than secondary","less than secondary","group9","group9",124.5,"0","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"married","non-traditional","1","1","bachelors or higher",120,"less than secondary","less than secondary","group9","group7",120,"1","0","0","1","0","0",45,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group9","group7",132.3,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"1"
"single","traditional","1","1","secondary",128,"less than secondary","secondary","group5","group7",120.7,"1","0","1","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",141,"secondary","less than secondary","group4","group4",132.6,"0","0","0","1","0","1",18,"0",11.1,0.6,2.02,"0"
"single","non-traditional","2","1","bachelors or higher",140,"unknown","unknown","student","student",140,"0","0","0","1","0","0",25,"0",10.8,1.4,1.74,"1"
"single","traditional","6","1","secondary",139,"secondary","secondary","group4","group4",124.5,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",142,"less than secondary","less than secondary","group7","group7",142,"1","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","bachelors or higher",130,"secondary","secondary","group3","group6",130,"0","0","0","1","0","0",39,"0",13.9,-0.3,0.79,"0"
"married","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group9",144,"0","0","0","1","0","0",29,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",125,"less than secondary","less than secondary","group4","group7",128.5,"1","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","bachelors or higher",140,"less than secondary","bachelors or higher","group9","group3",140,"0","0","0","0","0","0",23,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",120,"secondary","less than secondary","group5","group5",113.9,"1","0","0","1","0","0",21,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",147,"secondary","less than secondary","group4","group4",137.2,"0","0","0","0","0","0",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","bachelors or higher",140,"secondary","less than secondary","group5","group5",140,"1","0","0","1","0","0",23,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",161,"secondary","less than secondary","group4","group4",152.3,"0","0","0","1","0","0",18,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group4","group8",112.5,"0","0","0","1","0","0",32,"0",9.4,-0.8,-3.12,"0"
"married","non-traditional","2","1","secondary",150,"less than secondary","less than secondary","group9","group7",101,"0","0","1","0","0","0",29,"0",10.8,1.4,1.74,"1"
"single","traditional","6","1","secondary",113,"secondary","less than secondary","group9","group6",112.3,"1","0","1","1","0","1",20,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",140,"unknown","unknown","student","student",114,"1","0","0","0","0","0",28,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group1","group9",130,"0","0","0","1","0","0",27,"0",10.8,1.4,1.74,"0"
"single","non-traditional","2","1","secondary",120,"less than secondary","unknown","other situation","student",121.5,"0","0","1","1","0","0",22,"0",7.6,2.6,0.32,"0"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group10",120,"0","0","1","1","0","0",37,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","0","bachelors or higher",130,"less than secondary","less than secondary","student","group5",130,"0","0","0","0","0","0",28,"0",12.7,3.7,-1.7,"1"
"married","non-traditional","1","1","secondary",120,"less than secondary","less than secondary","group9","group9",125.7,"0","0","1","0","0","0",43,"0",8.9,1.4,3.51,"1"
"single","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","group9","group9",128,"1","0","0","0","0","0",32,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",123,"secondary","secondary","group9","group9",113.2,"0","0","0","1","0","1",20,"0",15.5,2.8,-4.06,"0"
"legally separated","non-traditional","1","1","less than secondary",133.1,"less than secondary","secondary","group9","group4",120,"0","0","0","1","0","1",35,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","student","student",117.8,"1","0","0","1","0","0",21,"0",7.6,2.6,0.32,"0"
"single","traditional","4","1","secondary",126,"less than secondary","less than secondary","group7","group9",121.3,"1","0","0","1","0","1",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",176,"bachelors or higher","less than secondary","group3","group7",169.7,"0","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","4","1","secondary",124,"less than secondary","less than secondary","group5","group8",117.7,"1","0","0","1","0","0",18,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","0","specialized",120,"less than secondary","less than secondary","group7","group6",121.8,"1","0","0","1","0","0",22,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",140,"secondary","secondary","group4","group10",128.3,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",143,"less than secondary","less than secondary","group9","group7",132.2,"1","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",136,"specialized","secondary","group3","group4",134.3,"1","0","1","1","0","0",19,"0",12.4,0.5,1.79,"1"
"single","traditional","1","1","secondary",132,"less than secondary","secondary","group9","group5",123.4,"0","0","0","1","0","1",18,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","0","less than secondary",133.1,"less than secondary","specialized","group5","group3",121.7,"0","0","1","0","0","0",31,"0",16.2,0.3,-0.92,"1"
"married","non-traditional","1","0","less than secondary",100,"secondary","less than secondary","group1","group5",130,"0","0","1","1","0","1",33,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",137,"less than secondary","less than secondary","group7","group7",126.5,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",153,"less than secondary","less than secondary","group7","group7",159.7,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",160,"less than secondary","less than secondary","group4","group3",151.3,"0","0","0","1","0","0",23,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",145,"less than secondary","less than secondary","group5","group7",138,"1","0","0","1","0","0",20,"0",9.4,-0.8,-3.12,"0"
"single","traditional","5","1","secondary",137,"less than secondary","less than secondary","group4","group8",126.5,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","specialized",140,"secondary","secondary","group4","group3",140,"1","0","1","1","0","0",21,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",120,"less than secondary","less than secondary","group5","group6",112.3,"0","0","0","1","0","1",22,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",122,"secondary","less than secondary","group4","group4",127.3,"1","0","1","1","0","0",20,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group4","group10",130,"1","0","0","1","0","0",23,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",133.1,"bachelors or higher","secondary","group4","group5",115,"1","0","0","1","0","0",19,"0",16.2,0.3,-0.92,"0"
"single","traditional","6","1","secondary",150,"secondary","less than secondary","group1","group1",131.5,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group7","group4",125.7,"0","0","0","1","0","0",26,"0",10.8,1.4,1.74,"1"
"single","traditional","6","1","secondary",141,"secondary","less than secondary","group4","group3",126.8,"1","0","0","1","0","0",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",146,"secondary","less than secondary","group7","group7",132.4,"1","0","0","1","1","0",18,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","specialized",150,"less than secondary","less than secondary","group9","group9",150,"1","0","0","1","1","0",20,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",133.1,"bachelors or higher","secondary","group4","group4",95,"0","0","0","1","1","0",19,"0",15.5,2.8,-4.06,"1"
"single","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group9","group9",128.2,"0","0","0","0","1","0",32,"0",10.8,1.4,1.74,"1"
"married","non-traditional","1","1","secondary",150,"less than secondary","less than secondary","group4","group4",130,"0","0","0","0","1","0",31,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","less than secondary",133.1,"secondary","less than secondary","group4","group5",100,"0","0","0","1","1","0",25,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","specialized",140,"less than secondary","bachelors or higher","group9","group1",159.9,"1","0","0","1","0","0",21,"0",16.2,0.3,-0.92,"0"
"married","non-traditional","1","0","secondary",140,"less than secondary","less than secondary","group4","group9",100,"0","0","0","0","0","0",31,"0",12.7,3.7,-1.7,"1"
"married","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group5","group5",116.5,"0","0","0","1","0","0",34,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",128,"less than secondary","less than secondary","group9","group9",120,"0","0","0","1","0","1",18,"0",11.1,0.6,2.02,"0"
"single","traditional","3","1","secondary",117,"less than secondary","less than secondary","group9","group9",117,"1","0","1","1","0","0",19,"0",12.4,0.5,1.79,"1"
"single","non-traditional","1","1","specialized",140,"less than secondary","less than secondary","group3","group6",140,"1","0","1","1","0","0",21,"0",8.9,1.4,3.51,"0"
"single","traditional","2","1","secondary",124,"less than secondary","less than secondary","group5","group3",118.1,"1","0","0","0","0","0",18,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","1","secondary",158,"less than secondary","specialized","group4","group8",153.5,"1","0","0","1","0","0",20,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","secondary",137,"less than secondary","less than secondary","group9","group5",127.9,"1","0","0","1","0","0",20,"0",15.5,2.8,-4.06,"0"
"single","traditional","3","1","secondary",123,"less than secondary","less than secondary","group7","group8",118.8,"1","1","0","1","0","1",18,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",126,"less than secondary","less than secondary","group7","group8",126.7,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",170,"less than secondary","less than secondary","group5","group1",170,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"legally separated","non-traditional","1","1","secondary",133.1,"bachelors or higher","secondary","group5","group5",110,"1","0","0","1","0","1",30,"0",11.1,0.6,2.02,"1"
"single","traditional","1","1","secondary",115,"less than secondary","less than secondary","group5","group5",115,"1","0","0","1","0","0",19,"0",11.1,0.6,2.02,"0"
"single","traditional","3","1","secondary",132,"less than secondary","less than secondary","group7","group7",119,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","4","1","secondary",132,"secondary","less than secondary","group4","group7",121.8,"1","0","0","1","0","1",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",143,"less than secondary","less than secondary","group9","group9",133.4,"1","0","0","1","0","0",19,"0",12.4,0.5,1.79,"0"
"single","traditional","3","1","secondary",137,"secondary","secondary","group3","group3",131.4,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group3",135,"0","0","1","1","1","0",25,"0",13.9,-0.3,0.79,"1"
"single","traditional","2","1","secondary",121,"less than secondary","less than secondary","group9","group9",122.8,"0","0","0","1","1","0",19,"0",12.4,0.5,1.79,"1"
"married","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group7","group3",140,"0","0","1","1","0","1",34,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",135,"less than secondary","less than secondary","group9","group5",125.3,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","6","1","secondary",137,"secondary","secondary","group4","group5",126.3,"1","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",100,"less than secondary","less than secondary","group9","group10",100,"0","0","0","1","0","0",20,"0",11.1,0.6,2.02,"0"
"single","traditional","2","1","secondary",127,"less than secondary","less than secondary","group9","group7",121.3,"1","0","0","1","0","1",20,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","0","secondary",140,"less than secondary","less than secondary","group9","group9",135,"0","0","1","1","0","0",23,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","group6","group6",120,"0","0","0","1","0","0",28,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",121,"less than secondary","less than secondary","group9","group10",113.7,"0","0","0","1","0","0",18,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","1","secondary",131,"less than secondary","less than secondary","group9","group9",129.7,"1","0","0","1","0","0",19,"0",16.2,0.3,-0.92,"0"
"married","traditional","1","1","secondary",151,"less than secondary","less than secondary","group9","group8",132.1,"1","0","0","1","0","0",34,"0",7.6,2.6,0.32,"1"
"married","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group7","group8",120.3,"0","0","0","1","0","0",35,"0",8.9,1.4,3.51,"1"
"single","non-traditional","1","0","bachelors or higher",120,"less than secondary","less than secondary","group9","group7",120,"0","0","0","1","0","0",32,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",136,"less than secondary","less than secondary","group4","group7",123.1,"1","0","0","1","0","0",19,"0",11.1,0.6,2.02,"0"
"single","traditional","5","1","secondary",125,"secondary","less than secondary","group9","group7",119.4,"1","0","0","1","0","0",18,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",140,"0","0","0","0","0","0",35,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","0","secondary",133.1,"secondary","less than secondary","group4","group5",116.5,"0","0","0","1","1","1",24,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",120,"less than secondary","less than secondary","group9","group9",113,"1","0","0","1","0","1",20,"0",13.9,-0.3,0.79,"0"
"single","traditional","3","1","secondary",143,"less than secondary","less than secondary","group4","group9",133.9,"1","0","0","1","1","1",18,"1",16.2,0.3,-0.92,"0"
"single","traditional","3","1","secondary",133.1,"less than secondary","less than secondary","group7","group9",115.5,"1","0","0","1","1","1",20,"0",10.8,1.4,1.74,"0"
"single","traditional","5","1","secondary",121,"secondary","less than secondary","group4","group7",116.5,"1","0","0","0","1","0",18,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","1","secondary",168,"less than secondary","less than secondary","group4","group4",171.2,"0","0","0","1","1","1",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",124,"less than secondary","less than secondary","group5","group7",119.1,"0","0","0","1","1","1",20,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",127,"less than secondary","less than secondary","group3","group3",121.1,"1","0","0","1","1","0",19,"0",12.4,0.5,1.79,"1"
"single","traditional","2","1","secondary",129,"secondary","secondary","group4","group9",132.9,"1","0","0","1","1","1",20,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",137,"less than secondary","secondary","group9","group9",132.8,"0","0","0","1","1","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",120,"less than secondary","less than secondary","student","student",126.7,"1","0","0","1","1","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",110,"less than secondary","less than secondary","group9","group7",105.8,"1","0","0","1","1","0",22,"0",11.1,0.6,2.02,"0"
"single","traditional","2","1","secondary",120,"secondary","less than secondary","group9","group8",117.2,"0","0","0","1","1","1",18,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",143,"less than secondary","less than secondary","group9","group9",140,"0","0","0","1","1","0",19,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","specialized",120,"secondary","less than secondary","group9","group7",120,"0","0","0","1","1","0",22,"0",13.9,-0.3,0.79,"1"
"single","traditional","5","1","secondary",124,"bachelors or higher","less than secondary","group2","group9",119.5,"1","0","0","1","1","0",20,"1",8.9,1.4,3.51,"0"
"married","non-traditional","1","1","secondary",168,"secondary","specialized","group9","group3",153.9,"0","0","1","0","1","0",34,"0",12.4,0.5,1.79,"1"
"married","non-traditional","1","0","less than secondary",133.1,"secondary","secondary","group4","group4",130,"0","0","0","1","1","0",24,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","2","1","secondary",150,"unknown","unknown","student","student",107,"1","0","0","1","1","0",26,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","group9","group6",132.8,"0","0","0","1","1","0",35,"0",12.4,0.5,1.79,"1"
"single","traditional","1","0","secondary",145,"bachelors or higher","less than secondary","group4","group9",127.5,"1","0","0","1","1","0",22,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",118,"less than secondary","less than secondary","group5","group5",123.3,"1","0","0","1","1","0",26,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",123,"secondary","less than secondary","group3","group4",122,"0","0","0","1","1","0",19,"0",8.9,1.4,3.51,"1"
"single","traditional","5","1","secondary",120,"bachelors or higher","less than secondary","group3","group9",114.8,"1","0","0","0","1","0",19,"0",8.9,1.4,3.51,"1"
"single","non-traditional","1","1","specialized",140,"bachelors or higher","bachelors or higher","group2","group2",140,"0","0","1","1","1","0",20,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","1","secondary",126,"bachelors or higher","bachelors or higher","group1","group10",111,"0","0","1","1","1","0",21,"0",11.1,0.6,2.02,"0"
"single","traditional","2","1","secondary",137,"secondary","less than secondary","group7","group7",133.2,"1","0","0","1","0","1",19,"0",13.9,-0.3,0.79,"0"
"single","traditional","3","1","secondary",130,"less than secondary","less than secondary","group9","group9",123,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","specialized",150,"secondary","less than secondary","group8","group8",150,"0","0","0","1","0","1",23,"0",8.9,1.4,3.51,"0"
"single","traditional","3","1","secondary",147,"less than secondary","less than secondary","group5","group7",132.3,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group5","group7",126,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","3","1","secondary",132,"less than secondary","less than secondary","group9","group9",119.3,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","specialized",130,"secondary","less than secondary","group4","group7",133.8,"1","0","0","1","0","0",21,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group6",126.5,"1","0","0","1","0","1",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",151,"less than secondary","less than secondary","group9","group5",138.4,"1","0","0","1","0","1",24,"0",10.8,1.4,1.74,"0"
"single","traditional","4","1","secondary",144,"bachelors or higher","specialized","group2","group3",129,"1","0","0","1","0","0",18,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",127,"less than secondary","secondary","group5","group7",118.3,"1","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",131,"less than secondary","less than secondary","group9","group7",129.8,"1","0","0","1","0","0",20,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",123,"secondary","less than secondary","group4","group9",113.6,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","5","1","secondary",130,"unknown","less than secondary","student","group8",128.3,"1","0","0","0","0","1",18,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",130,"secondary","less than secondary","group5","group7",130,"0","0","0","1","0","1",19,"0",10.8,1.4,1.74,"1"
"single","traditional","2","1","secondary",131,"secondary","less than secondary","group4","group8",121.9,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","5","1","bachelors or higher",135,"secondary","less than secondary","group9","group3",129.4,"0","0","1","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",123,"less than secondary","secondary","group9","group10",115.3,"1","0","0","1","0","0",20,"0",11.1,0.6,2.02,"0"
"single","traditional","5","1","secondary",145,"less than secondary","less than secondary","group9","group9",125.5,"1","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","6","1","secondary",118,"less than secondary","less than secondary","group5","group5",117.8,"1","0","0","1","0","1",19,"0",11.1,0.6,2.02,"0"
"single","traditional","3","1","secondary",125,"bachelors or higher","less than secondary","group2","group10",118.7,"1","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",152,"less than secondary","less than secondary","group9","group9",139,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",101,"secondary","less than secondary","group4","group9",98.9,"1","0","0","1","0","0",21,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",137,"unknown","less than secondary","student","group7",137.7,"1","0","1","0","0","0",19,"0",7.6,2.6,0.32,"1"
"single","traditional","4","1","secondary",123,"secondary","secondary","group3","group3",113.6,"1","0","0","1","0","0",21,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",120,"bachelors or higher","secondary","group2","group9",113.4,"0","0","0","1","0","0",18,"0",11.1,0.6,2.02,"0"
"single","traditional","3","1","secondary",131,"less than secondary","less than secondary","group9","group7",128.5,"0","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",141,"secondary","secondary","group3","group10",142.8,"0","0","0","1","0","0",18,"0",11.1,0.6,2.02,"0"
